timestamp	ok	training_active	uptime	learn_calls	infer_calls	errors	neuron_count	current_stage	current_step	ann_loss	cnn_loss	snn_loss	lnn_loss	fno_loss	ann_steps	fno_steps	fno_params	hnn_active	hnn_energy	hnn_energy_deviation	snn_spikes	snn_rate_hz	snn_sparsity	stage2.active_engines	stage2.fep_free_energy	stage2.attention_strength	stage2.warm_start_complete	stage2.inference_time_ms
1.77712e+09	1	1	2642.61	1652	138	2	150000			22.0107	0.000514333	143.815	0.133598	0	456	922	34432	1	0.695505	0.163745	261846	0	0	0	0.163745	1	0	9175.99
1.77712e+09	1	1	2706.4	1652	147	2	150000			22.0107	0.000514333	143.815	0.133598	0	456	922	34432	1	0.695505	0.163745	71839	0	0	0	0.163745	1	0	9173.46
1.77712e+09	1	1	2772.35	1652	155	2	150000			22.0107	0.000514333	143.815	0.133598	0	456	922	34432	1	0.695505	0.163745	203351	0	0	0	0.163745	1	0	9171.87
1.77712e+09	1	1	2837.08	1652	164	2	150000			22.0107	0.000514333	143.815	0.133598	0	456	922	34432	1	0.695505	0.163745	151438	0	0	0	0.163745	1	0	9169.33
1.77713e+09	1	1	2902.63	1652	171	2	150000			22.0107	0.000514333	143.815	0.133598	0	456	922	34432	1	0.695505	0.163745	564381	3.13011	0.726546	0	0.163745	1	0	9168.27
1.77713e+09	1	0	2963.06	1652	180	2	150000			22.0107	0.000514333	143.815	0.133598	0	456	922	34432	1	0.695505	0.163745	78824	0	0	0	0.163745	1	0	9165.81
1.77713e+09	1	1	3029.36	1670	186	3	150000			22.0127	0.000494067	143.841	0.128334	0	459	931	34432	1	0.69625	0.162849	579929	3.12655	0.727127	0	0.162849	1	0	9164.92
1.77713e+09	1	1	3092.46	1798	186	3	150000			22.1235	0.000384296	144.653	0.0998207	0	485	981	34432	1	0.688258	0.172458	727487	3.12655	0.727127	0	0.172458	1	0	9164.92
1.77713e+09	1	1	3153.56	1844	189	3	150000			22.1317	0.000344075	144.719	0.0893733	0	496	1004	34432	1	0.684663	0.176781	771832	3.94378	0.692918	0	0.176895	1	0	9164.25
1.77713e+09	1	1	3214.92	1931	189	3	150000			22.0154	0.000273063	144.043	0.0709279	0	519	1050	34432	1	0.678581	0.184094	236627	0	0	0	0.184094	1	0	9164.03
1.77713e+09	1	1	3279.21	1951	192	3	150000			22.0205	0.000257083	144.101	0.0667772	0	524	1063	34432	1	0.676499	0.186597	156063528	816.61	0.0532885	0	0.186597	1	0	9163.97
1.77713e+09	1	1	3340.88	2006	192	3	150000			22.001	0.000227875	143.998	0.0591903	0	536	1087	34432	1	0.673158	0.190614	173301377	816.61	0.0532885	0	0.190614	1	0	9163.97
1.77713e+09	1	1	3402.39	2046	192	3	150000			21.9878	0.000208167	143.937	0.0540714	0	546	1105	34432	1	0.67061	0.193678	185586055	816.61	0.0532885	0	0.194052	1	0	9163.97
1.77713e+09	1	1	3474.51	2082	195	3	150000			21.9874	0.000194026	143.934	0.050398	0	553	1120	34432	1	0.668334	0.196415	60450871	332.08	0.127739	0	0.196415	1	0	9163.8
1.77713e+09	1	1	3534.56	2154	195	3	150000			22.1172	0.000165205	144.791	0.0429118	0	568	1152	34432	1	0.664172	0.201419	69593080	332.08	0.127739	0	0.201419	1	0	9163.8
1.77713e+09	1	1	3595.15	2213	195	3	150000			22.1663	0.000140665	145.199	0.0365376	0	584	1184	34432	1	0.659698	0.206799	76247838	332.08	0.127739	0	0.206799	1	0	9163.8
1.77713e+09	1	1	3655.91	2289	198	3	150000			22.0366	0.000117387	144.382	0.0304911	0	602	1221	34432	1	0.654622	0.212902	214825	1.05111	0.93676	0	0.212902	1	0	9162.76
1.77713e+09	1	1	3716.31	2361	200	3	150000			21.9295	0.000101979	143.686	0.0264891	0	617	1249	34432	1	0.649821	0.218674	338347	0	0	0	0.218674	1	0	9162.91
1.77713e+09	1	1	3779.31	2362	208	3	150000			21.9421	0.000100959	143.775	0.0262242	0	618	1252	34432	1	0.649241	0.219372	561883	3.11625	0.728036	0	0.219372	1	0	9160.92
1.77713e+09	1	1	3839.58	2362	216	3	150000			21.9421	0.000100959	143.775	0.0262242	0	618	1252	34432	1	0.649241	0.219372	522968	0	0	0	0.219372	1	0	9159
1.77713e+09	1	1	3900.33	2362	224	3	150000			21.9421	0.000100959	143.775	0.0262242	0	618	1252	34432	1	0.649241	0.219372	561563	2.78832	0.728281	0	0.219372	1	0	9157.92
1.77713e+09	1	1	3967.05	2362	233	3	150000			21.9421	0.000100959	143.775	0.0262242	0	618	1252	34432	1	0.649241	0.219372	61337	0	0	0	0.219372	1	0	9156.05
1.77713e+09	1	1	4036.51	2362	241	3	150000			21.9421	0.000100959	143.775	0.0262242	0	618	1252	34432	1	0.649241	0.219372	562542	2.17309	0.728019	0	0.219372	1	0	9154.96
1.77713e+09	1	1	4103.16	2371	249	4	150000			21.9395	9.99499e-05	143.763	0.0259619	0	619	1255	34432	1	0.650176	0.218247	566912	3.1146	0.728358	0	0.21846	1	0	9152.71
1.77713e+09	1	1	4166.57	2484	250	4	150000			21.8888	7.6196e-05	143.478	0.0197919	0	646	1309	34432	1	0.641904	0.228193	57700	0	0	0	0.228193	1	0	9152.22
1.77713e+09	1	1	4232.46	2577	252	4	150000			21.795	6.16981e-05	142.843	0.0160261	0	667	1352	34432	1	0.635499	0.235895	757118	3.53966	0.719921	0	0.236426	1	0	9151.9
